No.,ApiName,Protocal,1st_Host_Port,2ed_Host_Port,URI,Method,Header,Body
1,GetAllPromotionByShelf,https,cpc.ais.co.th,cpc.cloud.ais.th,/CPC-MyChannelFE-WEB/rest/brand/GetBrandsOfProduct,POST,'Content-Type: application/json','{"location": 1100,"productType": ["DEVICE"],"productSubtype": ["HANDSET", "HANDSET BUNDLE"]}'
